wdid,name,wdLabel,gender,dob,dobPrecision,source,pid,position,psid
Q98831330,Ivan Kubrakov,Ivan Kubrakou,male,1975-05-05T00:00:00Z,11,http://www.government.by/en/departments/,Q100699741,Minister of Internal Affairs,Q98831330-1219F1D5-BFBD-45D4-9E87-6E5159929F12
Q56193126,Kanstantsin Shulhan,Kanstancin Kanstancinavič Šulhan,male,1965-07-11T00:00:00Z,11,http://www.government.by/en/departments/,Q28598480,Minister of Communication and Informatization,Q56193126-948444d3-4d54-fe9e-7d01-c7948247e9ed
Q13031552,Nikolai Snopkov,Mikalai Snapkou,male,1969-09-14T00:00:00Z,11,http://www.government.by/en/departments/,Q18690166,First Deputy Prime Minister of the Republic of Belarus,Q13031552-e6bce116-4f77-e53c-cbe5-4a6517d53bad
Q17116258,Oleg Slizhevsky,Oleg Slizhevsky,male,1972-08-16T00:00:00Z,11,http://www.government.by/en/departments/,Q106510814,Minister of Justice,Q17116258-CC26DF63-AB3F-497A-986C-004FCE6FE791
Q90845282,Petr Parkhomchyk,Piotr Parkhomchyk,male,1957-08-22T00:00:00Z,11,http://www.government.by/en/departments/,Q106508605,Minister of Industry,Q90845282-5feb2e39-4a49-0fcf-2ffc-371470f902d5
Q106373017,Piartsou Uladzimir,Vladimir Pertsov,male,1974-05-07T00:00:00Z,11,http://www.government.by/en/departments/,Q106399613,Minister of Information,Q106373017-b311a152-4ecd-ec7e-e049-749782d6e388
Q98605721,Pinevich Dmitry,Dmitry Pinevich,male,1967-10-17T00:00:00Z,11,http://www.government.by/en/departments/,Q89775465,Minister of Public Health,Q98605721-04E2BC7F-A7C7-4B1F-9338-6C24499B9085
Q27043179,Roman Golovchenko,Roman Golovchenko,male,1973-08-10T00:00:00Z,11,,Q12379704,Prime Minister of Belarus,Q27043179-5FA7AFAE-1097-4918-8837-A4A92E8E7EBC
Q51543441,Sergey Kovalchuk,Sergey Kovalchuk,male,1968-08-14T00:00:00Z,11,,Q26232772,Minister of Sports and Tourism,Q51543441-be0e8b09-1ff3-4d36-b21c-0e8824597f40
Q21843506,Sergey Nalivaiko,Sergey Nalivaiko,male,1973-10-24T00:00:00Z,11,http://www.government.by/en/departments/,Q106510811,Minister of Tax Collection,Q21843506-4D2CBD3C-41AA-4248-8294-1E69D42A459C
Q56418116,Viktor Karankevich,Viktor Karankevich,male,1976-08-01T00:00:00Z,11,,Q15623461,Minister of Energy,Q56418116-D334084F-B5D2-4629-A8F8-DD5A60F9D0D3
Q83283317,Viktor Khrenin,Viktor Khrenin,male,1971-08-01T00:00:00Z,11,http://www.government.by/en/departments/,Q44035369,Minister of Defence,Q83283317-39596078-15B8-418A-83B6-C45ACA990B5A
Q51543499,Vitaly Drozhzha,Vitaly Drozhzha,male,1978-06-20T00:00:00Z,11,http://www.government.by/en/departments/,Q106510809,Minister of Forestry,Q51543499-33F0C70F-FC64-45CD-8715-3FD8962E4D66
Q21780643,Vladimir Koltovich,Vladimir Koltovich,male,1966-10-01T00:00:00Z,11,http://www.government.by/en/departments/,Q106510807,Minister of Antimonopoly Regulation and Trade,Q21780643-BB591BF1-C914-4352-8E89-98E065583DDF
Q2026222,Vladimir Makey,Uladzimir Makei,male,1958-08-05T00:00:00Z,11,http://www.government.by/en/departments/,Q2045068,Minister of Foreign Affairs,Q2026222-B38791EA-BF37-409E-92D4-57C5D6129F4F
Q96096369,Yry Seliverstau,Yry Seliverstau,male,1978-01-01T00:00:00Z,9,http://www.government.by/en/departments/,Q106510813,Minister of Finance,Q96096369-65797944-4E4D-42EB-BCD4-FE5DE6A1F7FA
Q87058344,Yury Nazarov,Jury Nazaraŭ,male,1962-01-01T00:00:00Z,9,http://www.government.by/en/departments/,Q18690228,Deputy Prime Minister of the Republic of Belarus,Q87058344-4046f073-4964-60ff-7824-2f1990187591
