position,title
Q13414820,ambassador to Poland
Q13414809,ambassador to Portugal
Q106199116,ambassador to the Russian Federation
Q107565183,ambassador to Serbia
Q105943234,ambassador to South Africa
Q21814431,ambassador to South Korea
Q13414810,ambassador to Spain
Q105946710,ambassador to Sudan
Q107565041,ambassador to Yugoslavia
Q105943329,ambassador to Zimbabwe
